espn_id,name,position,rookie_season,draft_year,draft_round,draft_pick
4876380,Jack Kelly,LB,2026,2026,6,193
3052169,Jermaine Kelly,DB,2018,2018,7,222
3915381,John Kelly,RB,2018,2018,6,176
4575558,Josh Kelly,WR,2025,,,
3139926,Kam Kelly,FS,2019,,,
4427695,Kyu Blu Kelly,CB,2023,2023,5,157
4726151,Nyjalik Kelly,DE,2026,,,
4701951,Omari Kelly,WR,2026,,,
2578475,Ryan Kelly,C,2016,2016,1,18
4035467,Xavier Kelly,DT,2021,,,
3040065,Keith Kelsey,LB,2017,,,
4408915,Brandon Kemp,OT,2020,,,
4036258,Carlo Kemp,LB,2021,,,
3046399,Marcus Kemp,WR,2017,,,
4567802,Drew Kendall,C,2025,2025,5,168
5143279,Anthony Kendall,CB,2023,,,
4360307,Derion Kendrick,CB,2022,2022,6,212
2510863,Eric Kendricks,MLB,2015,2015,2,45
5083167,Murvin Kenion,SAF,2026,,,
4432333,Kyle Kennard,LB,2025,2025,4,125
3126997,Tom Kennedy,WR,2019,,,
4608004,Donte Kent,CB,2025,2025,7,229
2577727,Kyler Kerbyson,OT,2016,,,
2576236,Joe Kerridge,FB,2016,,,
2577243,Cody Kessler,QB,2016,2016,3,93
4046164,Alex Kessman,K,2021,,,
3843843,Arden Key,DE,2018,2018,3,87
4685424,Dane Key,WR,2026,,,
4037559,Devon Key,SAF,2021,,,
4363417,Jaylen Key,SAF,2024,2024,7,257
2576461,Josh Keyes,LB,2015,,,
4040652,Bopete Keyes,CB,2020,2020,7,237
4429185,Austin Keys,LB,2025,,,
4426399,Ramel Keyton,WR,2024,,,
4832914,Jimmy Kibble,WR,2026,,,
4240911,Jacob Kibodi,RB,2024,,,
4047523,Lewis Kidd,G,2022,,,
2982936,Caleb Kidder,DE,2017,,,
3051650,Darvin Kidsy,WR,2018,,,
4034779,Ko Kieft,TE,2022,2022,6,218
4567135,Amari Kight,OT,2025,,,
2509488,Hau'oli Kikaha,OLB,2015,2015,2,44
2512544,Darius Kilgo,NT,2015,2015,6,203
5076951,Jalon Kilgore,SAF,2026,2026,5,167
2575164,Miles Killebrew,SAF,2016,2016,4,111
3054031,D.J. Killings,CB,2017,,,
4042112,Adrian Killins Jr.,RB,2020,,,
4696488,Easton Kilty,OT,2025,,,
4430819,Jalen Kimber,CB,2025,,,
4385690,Dalton Kincaid,TE,2023,2023,1,25
4596363,Kamren Kinchens,SAF,2024,2024,3,99
4035008,Solomon Kindley,G,2020,2020,4,111
2971550,Derrick Kindred,CB,2016,2016,4,129
4431431,Corey Kiner,RB,2025,,,
2509574,Akeem King,CB,2015,2015,7,249
3051905,Brandon King,LB,2015,,,
2978523,Chris King,WR,2016,,,
4039300,D'Eriq King,QB,2022,,,
2978411,Deon King,LB,2016,,,
3040145,Desmond King,DB,2017,2017,5,151
4428993,Haynes King,QB,2026,,,
2977770,Jason King,G,2017,,,
4431433,Kalen King,CB,2024,2024,7,255
3052170,Kevin King,CB,2017,2017,2,33
4588300,Kobe King,LB,2025,2025,6,201
5302260,Niles King,DE,2026,,,
4373474,Jarrett Kingston,OT,2024,2024,6,215
4259491,Javon Kinlaw,DT,2020,2020,1,14
4362611,Darian Kinnard,G,2022,2022,5,145
4057082,Mason Kinsey,WR,2020,,,
2969965,Raphael Kirby,ILB,2016,,,
3895856,Christian Kirk,WR,2018,2018,2,47
3908608,Luther Kirk,DB,2020,,,
3046434,Denver Kirkland,G,2016,,,
4243324,Jaxson Kirkland,G,2023,,,
4242209,Jontre Kirklin,WR,2023,,,
3046401,Keith Kirkwood,WR,2018,,,
2979850,Korren Kirven,OT,2017,,,
4427716,Jack Kiser,LB,2025,2025,4,107
3048692,Micah Kiser,LB,2018,2018,5,147
3040151,George Kittle,TE,2017,2017,5,146
3129302,DeShone Kizer,QB,2017,2017,2,52
4833029,Max Klare,TE,2026,2026,2,61
4362066,Elijah Klein,G,2024,2024,6,220
4695705,Marlin Klein,TE,2026,2026,2,59
2574396,John Kling,OT,2017,,,
4685413,Cade Klubnik,QB,2026,2026,4,110
4258595,Cole Kmet,TE,2020,2020,2,43
2974240,Andreas Knappe,OT,2017,,,
4429996,Marshawn Kneeland,DE,2024,2024,2,56
3929795,Brandon Knight,OT,2019,,,
4427729,Demetrius Knight Jr.,LB,2025,2025,2,49
4036219,Qwuantrezz Knight,SAF,2022,,,
2976593,Trevor Knight,QB,2017,,,
4686540,Tyrice Knight,LB,2024,2024,4,118
4427728,Bam Knight,RB,2022,,,
4241256,Josh Knipfel,OT,2020,,,
4602648,Kevin Knowles,DB,2025,,,
4373077,Malik Knowles,WR,2023,,,
3930086,Dawson Knox,TE,2019,2019,3,96
3121419,Demetrius Knox,G,2019,,,
4363528,Tanner Knue,WR,2024,,,
4240781,Bryant Koback,RB,2022,,,
2582419,Marshall Koehn,K,2017,,,
4291489,Kader Kohou,CB,2022,,,
4241263,Charlie Kolar,TE,2022,2022,4,128
2980597,Leo Koloamatangi,C,2017,,,
3043198,Jeremiah Kolone,C,2018,,,
5083656,Bilhal Kone,CB,2025,2025,6,178
4698109,Rene Konga,DE,2026,,,
4035166,Jonathan Kongbo,DE,2022,,,
3049899,Younghoe Koo,K,2017,,,
4239719,Malcolm Koonce,DE,2021,2021,3,79
3138835,Tejan Koroma,C,2018,,,
3910287,J.J. Koski,WR,2020,,,
2515944,Arie Kouandjio,G,2015,2015,4,112
2579846,Ben Koyack,TE,2015,2015,7,229
4917427,Tanner Koziol,TE,2026,2026,5,164
2982313,Tanoh Kpassagnon,DE,2017,2017,2,59
4046691,Tommy Kraemer,G,2021,,,
4572680,Tucker Kraft,TE,2023,2023,3,78
3046780,Kyle Kragen,LB,2016,,,
4047178,Doug Kramer,C,2022,2022,6,207
17304,Casey Kreiter,LS,2016,,,
4709386,Josh Kreutz,C,2026,,,
5277116,Lenny Krieg,K,2025,,,
3144999,Henry Krieger-Coble,TE,2016,,,
4570033,Kai Kroeger,P,2025,,,
2582410,Tyler Kroft,TE,2015,2015,3,85
4372463,Jamree Kromah,DE,2024,,,
4360231,Lucas Krull,TE,2022,,,
3916584,Evin Ksiezarczyk,OT,2021,,,
4383405,Jake Kubas,G,2024,,,
3043143,Brandon Kublanow,C,2017,,,
2584606,Tyler Kuder,DT,2016,,,
2577854,Anthony Kukwa,LS,2020,,,
3085107,Jake Kumerow,WR,2015,,,
4608746,Jaren Kump,C,2026,,,
4035866,Jordan Kunaszyk,ILB,2019,,,
2978524,Christian Kuntz,LS,2018,,,
4361417,Zack Kuntz,TE,2023,2023,7,220
2977187,Cooper Kupp,WR,2017,2017,3,69
4875592,Jackson Kuwatch,LB,2026,2026,7,227
4044132,William Kwenkeu,LB,2022,,,
2581818,Nick Kwiatkoski,ILB,2016,2016,4,113
2576179,Matt LaCosse,TE,2015,,,
3042743,Christian LaCouture,DE,2018,,,
2972143,Royce LaFrance,DE,2016,,,
4430027,Sam LaPorta,TE,2023,2023,2,34
4037485,Bruno Labelle,TE,2021,,,
16475,Deon Lacey,LB,2017,,,
4432338,Luke Lachey,TE,2025,2025,7,255
4430185,Caullin Lacy,WR,2026,,,
3122430,Chris Lacy,WR,2018,,,
4361861,Tyler Lacy,DE,2023,2023,4,130
17375,Erle Ladson,OT,2015,,,
4607937,Devin Lafayette,SAF,2026,,,
5041987,Brent Laing,G,2023,,,
2309552,Cleyon Laing,DE,2016,,,
3127211,Patrick Laird,RB,2019,,,
3932348,Dayan Lake,DB,2020,,,
4249128,Quentin Lake,SAF,2022,2022,6,211
4030955,Niko Lalos,DE,2020,,,
4035474,Tre Lamar,LB,2019,,,
4241389,CeeDee Lamb,WR,2020,2020,1,17
3121601,DaVonte Lambert,DE,2016,,,
2507931,Keenan Lambert,S,2015,,,
4430870,KeAndre Lambert-Smith,WR,2025,2025,5,158
2998120,Josh Lambo,K,2015,,,
2509370,Kendall Lamm,OT,2015,,,
3128630,Chris Lammons,DB,2018,,,
2981439,Forrest Lamp,G,2017,2017,2,38
4875767,Brock Lampe,RB,2025,,,
2977735,Ashton Lampkin,CB,2017,,,
4427752,Cam Lampkin,DB,2024,,,
4582836,Willie Lampkin,G,2025,,,
3057850,Jake Lampman,WR,2016,,,
3045242,Tyler Lancaster,DT,2018,,,
4879276,Bryce Lance,WR,2026,2026,4,136
4383351,Trey Lance,QB,2021,2021,1,3
4574551,Isaiah Land,LB,2023,,,
4259550,Matt Landers,WR,2023,,,
2578774,Jimmy Landes,LS,2016,2016,6,210
4243181,Nate Landman,LB,2022,,,
4242245,Jaquarius Landrews,SAF,2020,,,
2574558,Chris Landrum,LB,2016,,,
3122793,Harold Landry III,LB,2018,2018,2,41
4870847,Ja'Kobi Lane,WR,2026,2026,3,80
4602667,Jaylin Lane,WR,2025,2025,4,128
4880675,Rayuan Lane III,SAF,2025,2025,6,200
3915883,Cedrick Lang,OT,2017,,,
4566195,Marshall Lang,TE,2025,,,
2515416,Jeremy Langford,RB,2015,2015,4,106
2570996,Harvey Langi,LB,2017,,,
3043144,Brendan Langley,WR,2017,2017,3,101
2585962,Anthony Lanier,DE,2016,,,
5150662,Hayden Large,TE,2026,,,
4878896,Tucker Large,SAF,2026,,,
4698253,Lan Larison,RB,2025,,,
4035726,Austin Larkin,DE,2019,,,
17196,Tyler Larsen,C,2016,,,
5142823,Blake Larson,OL,2024,,,
4877203,Gage Larvadain,WR,2025,,,
2576873,Daniel Lasco,RB,2016,2016,7,237
2970515,Paul Lasike,FB,2015,,,
2576901,Zach Laskey,FB,2015,,,
3134302,Jordan Lasley,WR,2018,2018,5,162
4602699,Kamari Lassiter,CB,2024,2024,2,42
4035912,Kwamie Lassiter II,WR,2022,,,
3060800,Darius Latham,DT,2016,,,
4431437,JC Latham,OT,2024,2024,1,7
4036138,Cedrick Lattimore,DT,2020,,,
3121421,Marshon Lattimore,CB,2017,2017,1,11
4372026,Cameron Latu,TE,2023,2023,3,101
4688552,Keleki Latu,TE,2025,,,
4426473,Laiatu Latu,DE,2024,2024,1,15
4366963,Dylan Laube,RB,2024,2024,6,208
2969125,Andrew Lauderdale,OT,2017,,,
4360730,Nolan Laufenberg,G,2021,,,
3049872,Kyle Lauletta,QB,2018,2018,4,108
3053800,Tomasi Laulile,DT,2018,,,
4373956,Jonah Laulu,DT,2024,2024,7,234
4427770,Sataoa Laumea,OT,2024,2024,6,179
4687486,Matt Lauter,TE,2026,,,
4685441,Kendrick Law,WR,2026,2026,5,168
3040109,Justin Lawler,LB,2018,2018,7,244
2978201,Kenny Lawler,WR,2016,2016,7,243
3039722,Des Lawrence,DB,2017,,,
3121581,Devaroe Lawrence,DT,2017,,,
4035483,Dexter Lawrence,DT,2019,2019,1,17
4710067,Malachi Lawrence,LB,2026,2026,1,23
4035452,Rashard Lawrence,DT,2020,2020,4,131
4360310,Trevor Lawrence,QB,2021,2021,1,1
2576796,Nile Lawrence-Stample,DT,2016,,,
3051911,Carl Lawson,DE,2017,2017,4,116
4432725,Deontae Lawson,LB,2026,,,
2977679,Shaq Lawson,DE,2016,2016,1,19
4046719,Justin Layne,CB,2019,2019,3,83
4258237,Raheem Layne,SAF,2022,,,
3128390,Allen Lazard,WR,2018,,,
2982870,Cre'von LeBlanc,CB,2016,,,
4240686,Richard LeCounte,SAF,2021,2021,5,169
4045702,Benny LeMay,RB,2021,,,
2577081,Marcus Leak,WR,2016,,,
4241940,Javon Leake,RB,2020,,,
4426359,DeMarvin Leal,DE,2022,2022,3,84
3056369,Javarius Leamon,OT,2017,,,
4361653,Devin Leary,QB,2024,2024,6,218
4241466,Alex Leatherwood,OT,2021,2021,1,17
3053801,Dallin Leavitt,DB,2018,,,
3892689,Jeremiah Ledbetter,DT,2017,2017,6,205
3728308,Jonathan Ledbetter,DE,2019,,,
3047195,Cameron Lee,G,2017,,,
3051398,Darron Lee,ILB,2016,2016,1,20
3125073,Elijah Lee,OLB,2017,2017,7,232
2970397,Eric Lee,DE,2016,,,
2577051,Jay Lee,WR,2016,,,
3144062,Khari Lee,TE,2015,,,
4569474,Logan Lee,DT,2024,2024,6,178
3039776,Marquel Lee,MLB,2017,2017,5,168
4568986,Matt Lee,C,2024,2024,7,237
2470716,Mike Lee,CB,2015,,,
4369308,Ricky Lee,OT,2023,,,
3041097,Tanner Lee,QB,2018,2018,6,203
4430218,Vershon Lee,G,2025,,,
5151083,Will Lee III,CB,2026,2026,4,129
4430034,Xavier Legette,WR,2024,2024,1,32
3045118,Jordan Leggett,TE,2017,2017,5,150
3126261,John Leglue,G,2019,,,
4431443,Tristan Leigh,OT,2026,,,
5085519,Delby Lemieux,C,2026,,,
3915142,Shane Lemieux,G,2020,2020,5,150
2574096,Cyril Lemon,G,2015,,,
4870795,Makai Lemon,WR,2026,2026,1,20
4365493,Jessie Lemonier,LB,2020,,,
2470916,Matt Lengel,TE,2015,,,
4242488,Deommodore Lenoir,CB,2021,2021,5,172
3049249,Lance Lenoir,WR,2017,,,
4241264,Matt Leo,DE,2020,,,
4368468,Titus Leo,DE,2023,2023,6,211
3056362,Shaquille Leonard,OLB,2018,2018,2,36
4690171,Deane Leonard,CB,2022,2022,7,236
3122927,Rick Leonard,OT,2018,2018,4,127
4683423,Riley Leonard,QB,2025,2025,6,189
17197,Richie Leone,P,2020,,,
4361272,Eku Leota,LB,2023,,,
2511952,Jordan Leslie,WR,2015,,,
4820591,Pier-Olivier Lestage,G,2021,,,
4373951,Kohl Levao,OL,2024,,,
4687580,Devere Levelston,DT,2024,,,
3920591,Nick Leverett,G,2020,,,
4373079,KT Leveston,OT,2024,2024,7,254
2973637,Corey Levin,G,2017,2017,6,217
4361418,Will Levis,QB,2023,2023,2,33
3048682,Andre Levrone,WR,2018,,,
4870866,Connor Lew,C,2026,2026,4,128
3929824,Brian Lewerke,QB,2021,,,
3116110,Alex Lewis,G,2016,2016,4,130
3916577,Cam Lewis,CB,2019,,,
4431226,Clarence Lewis,DB,2025,,,
4362647,Damien Lewis,G,2020,2020,3,69
2567965,Dezmin Lewis,WR,2015,2015,7,234
3126245,Donnie Lewis,CB,2019,2019,7,221
3045207,Jourdan Lewis,CB,2017,2017,3,92
2972232,LaTroy Lewis,LB,2017,,,
2969967,Malcolm Lewis,WR,2017,,,
3894931,Marquavius Lewis,DT,2017,,,
3125745,Roger Lewis,WR,2016,,,
4040968,Terrell Lewis,LB,2020,2020,3,84
2574918,Tommylee Lewis,WR,2016,,,
3040513,Tyquan Lewis,DE,2018,2018,2,64
2970264,Ryan Lewis,CB,2017,,,
4239965,Zane Lewis,CB,2020,,,
4686768,Gerad Lichtenhan,OT,2025,,,
2566837,Michael Liedtke,G,2015,,,
3115459,Jeremy Liggins,DT,2017,,,
3050824,Justice Liggins,WR,2018,,,
2568667,Dan Light,TE,2015,,,
3120738,Alex Light,OT,2018,,,
4361050,Isaiah Likely,TE,2022,2022,4,139
4567175,Beaux Limmer,G,2024,2024,6,217
4685126,Cody Lindenberg,LB,2025,2025,7,222
4360499,Tyler Linderbaum,C,2022,2022,1,25
3052117,Phillip Lindsay,RB,2018,,,
4240801,Tyjon Lindsey,WR,2023,,,
4239950,Alec Lindstrom,C,2022,,,
3672833,Chris Lindstrom,G,2019,2019,1,14
2515418,Tony Lippett,DB,2015,2015,5,156
4035277,Kalija Lipscomb,WR,2020,,,
2971544,Kolby Listenbee,WR,2016,2016,6,192
4686361,Cam Little,K,2024,2024,6,212
4047661,Greg Little,OT,2019,2019,2,37
4242554,Walker Little,OT,2021,2021,2,45
2978304,Cory Littleton,ILB,2016,,,
3931782,Chase Litton,QB,2018,,,
4427816,Marist Liufau,LB,2024,2024,3,87
4683101,Max Llewellyn,DE,2026,2026,7,238
4879278,Damon Lloyd,LB,2021,,,
4243256,Devin Lloyd,LB,2022,2022,1,27
4429023,MarShawn Lloyd,RB,2024,2024,3,88
3924327,Drew Lock,QB,2019,2019,2,42
3929850,P.J. Locke,DB,2019,,,
2577327,Tyler Lockett,WR,2015,2015,3,69
3930064,DaMarkus Lodge,WR,2019,,,
2578754,Mitchell Loewen,DE,2016,,,
3039723,T.J. Logan,RB,2017,2017,5,179
4427826,Zion Logue,DT,2024,2024,6,197
4432208,Caleb Lohner,TE,2025,2025,7,241
2475164,Boseko Lokombo,LB,2017,,,
4921438,Caleb Lomu,OT,2026,2026,1,28
4426502,Drake London,WR,2022,2022,1,8
4376288,LaCale London,DE,2020,,,
3916074,David Long Jr.,ILB,2019,2019,6,188
4046536,David Long,DB,2019,2019,3,79
2514423,Deon Long,WR,2015,,,
4239944,Hunter Long,TE,2021,2021,3,81
2582324,Ty Long,P,2019,,,
2982803,Steve Longa,LB,2016,,,
3085243,Matt Longacre,OLB,2015,,,
4575860,Robert Longerbeam,CB,2025,2025,6,212
3039794,James Looney,DE,2018,2018,7,232
4697745,Tyler Loop,K,2025,2025,6,186
4040805,Roy Lopez,DT,2021,2021,6,195
2468807,Derrick Lott,DT,2015,,,
4035798,Isaiahh Loudermilk,DE,2021,2021,5,156
4880273,Kyle Louis,LB,2026,2026,4,138
2976531,Lamar Louis,LB,2016,,,
2971023,Ricardo Louis,WR,2016,2016,4,114
2565971,Rick Lovato,LS,2015,,,
4870808,Jeremiyah Love,RB,2026,2026,1,3
3931398,Bryce Love,RB,2019,2019,4,112
4036378,Jordan Love,QB,2020,2020,1,26
3921685,Josh Love,QB,2021,,,
4046675,Julian Love,SAF,2019,2019,4,108
3051371,Mike Love,DE,2018,,,
4723086,Colston Loveland,TE,2025,2025,1,10
4362236,Keni-H Lovely,CB,2025,,,
4596439,Dominic Lovett,WR,2025,2025,7,244
4362905,Fabien Lovett Sr.,DT,2024,,,
3118906,John Lovett,FB,2019,,,
4259180,John Lovett,RB,2022,,,
4877376,Jayden Loving,DT,2026,,,
2582441,Johnny Lowdermilk,DB,2015,,,
4570009,Duron Lowe,CB,2022,,,
4240554,Vederian Lowe,OT,2022,2022,6,184
4692970,Reuben Lowery,SAF,2025,,,
2974348,Dean Lowry,DE,2016,2016,4,137
4874510,Xavier Loyd,WR,2026,,,
3894908,Shalom Luani,DB,2017,2017,7,221
2512509,Jeff Luc,LB,2015,,,
4245171,Abraham Lucas,OT,2022,2022,3,72
4047846,Chase Lucas,CB,2022,2022,7,237
2979595,Jordan Lucas,S,2016,2016,6,204
2581819,Marquis Lucas,OT,2016,,,
4569597,Corey Luciano,C,2023,,,
2577190,Devin Lucien,WR,2016,2016,7,225
4362142,Jeremy Lucien,CB,2023,,,
3122889,Cavellis Luckett,LB,2016,,,
3165703,Donatella Luckett,WR,2015,,,
4383396,Hunter Luepke,RB,2023,,,
3052883,Cole Luke,CB,2017,,,
4361419,Jesse Luketa,LB,2022,2022,7,256
4685444,Jeadyn Lukus,CB,2026,,,
4363098,Johnny Lumpkin,TE,2023,,,
3122432,Brad Lundblade,C,2018,,,
4427843,Chase Lundt,OT,2025,2025,6,206
3894935,Luke Lundy,RB,2015,,,
2972118,Izaah Lunsford,DT,2017,,,
4685978,Darrell Luter Jr.,CB,2023,2023,5,155
4370162,T.J. Luther,WR,2023,,,
2613214,Gavin Lutman,WR,2015,,,
3124900,Jake Luton,QB,2020,2020,6,189
4594329,Henry Lutovsky,G,2026,,,
2985659,Wil Lutz,K,2016,,,
3127273,Frankie Luvu,LB,2018,,,
4575559,Bralyn Lux,DB,2025,,,
17076,Keon Lyn,DB,2015,,,
3892773,Blake Lynch,LB,2020,,,
2577602,Cameron Lynch,LB,2015,,,
4259181,James Lynch,DT,2020,2020,4,130
2977881,Paxton Lynch,QB,2016,2016,1,26
4574142,Nate Lynn,DE,2024,,,
4565353,Tamon Lynum,DB,2026,,,
3908873,Caushaud Lyons,DT,2015,,,
5081056,Jeffrey M'ba,DT,2026,,,
4427852,Treven Ma'ae,DE,2025,,,
3909365,Dylan Mabin,DB,2019,,,
2979515,Greg Mabin,CB,2017,,,
2972052,KeVonn Mabon,WR,2017,,,
2580065,Ashaad Mabry,DT,2015,,,
3916587,Tyler Mabry,TE,2020,,,
3053774,Austin MacGinnis,K,2020,,,
3932433,Alize Mack,TE,2019,2019,7,231
4040623,Austin Mack,WR,2020,,,
3917316,Daylon Mack,DT,2019,2019,5,160
3131784,Isaiah Mack,DT,2019,,,
4037588,Jordan Mack,LB,2020,,,
4257195,Ledarius Mack,LB,2020,,,
3139605,Marlon Mack,RB,2017,2017,4,143
4430270,Ja'Mori Maclin,WR,2026,,,
2577245,Tre Madden,FB,2016,,,
3123938,Avonte Maddox,FS,2018,2018,4,125
4038724,Tyreek Maddox-Williams,LB,2022,,,
3052065,Cole Madison,G,2018,2018,5,138
4035245,Nnamdi Madubuike,DT,2020,2020,3,71
4431562,Phil Mafah,RB,2025,2025,7,239
4240754,Boye Mafe,DE,2022,2022,2,40
4367202,Atonio Mafi,G,2023,2023,5,144
4568617,Jordan Magee,LB,2024,2024,5,139
2577283,Terrence Magee,RB,2015,,,
2510713,Craig Mager,CB,2015,2015,3,83
4037225,Dom Maggio,P,2021,,,
2577719,Curt Maggitt,OLB,2016,,,
2977627,Erik Magnuson,C,2017,,,
5278092,T.J. Maguranyanga,DE,2025,,,
16486,Brett Maher,K,2018,,,
4431448,Riley Mahlman,OT,2026,,,
4427864,Christian Mahogany,G,2024,2024,6,210
3139477,Patrick Mahomes,QB,2017,2017,1,10
3057991,Brendan Mahon,G,2018,,,
4567534,Jaylen Mahoney,SAF,2024,,,
4334215,Jordan Mailata,OT,2018,2018,7,233
4360213,Jason Maitre,CB,2024,,,
4430814,Jake Majors,C,2025,,,
2577892,Ryan Malleck,TE,2017,,,
4382481,Dashaun Mallory,DT,2024,,,
4362523,Will Mallory,TE,2023,2023,5,162
4243457,DeAngelo Malone,LB,2022,2022,3,82
3115330,Josh Malone,WR,2017,2017,4,128
4432729,Tywone Malone,DT,2026,,,
5143863,Xavier Malone,WR,2023,,,
4048736,Cassh Maluia,LB,2020,2020,6,204
2981511,Cameron Malveaux,DE,2017,,,
3120361,Damien Mama,G,2017,,,
2516865,Greg Mancz,G,2015,,,
4373640,D'Angelo Mandell,DB,2023,,,
4608691,Maximilian Mang,TE,2025,,,
3075143,Cole Manhart,G,2015,,,
4071345,Chris Manhertz,TE,2015,,,
4683227,Joseph Manjack,WR,2026,,,
4883114,Ben Mann,LS,2026,,,
4035239,Braden Mann,P,2020,2020,6,191
4430805,Dontae Manning,CB,2025,,,
4373953,Ilm Manning,OT,2023,,,
4242529,Tashawn Manning,OL,2023,,,
2517017,Sean Mannion,QB,2015,2015,3,89
4367195,Tyler Manoa,DT,2024,,,
5209589,Giovanni Manu,OL,2024,2024,4,126
5084124,Peter Manuma,SAF,2026,,,
4248899,Marte Mapu,LB,2023,2023,3,76
4036485,CJ Marable,RB,2021,,,
4430070,Federico Maranges,C,2025,,,
2574282,Justin March,LB,2015,,,
2576915,Tyler Marcordes,LB,2016,,,
4604004,Keelan Marion,WR,2026,,,
2576980,Marcus Mariota,QB,2015,2015,1,2
4710727,Laith Marjan,K,2026,,,
4429059,Woody Marks,RB,2025,2025,4,116
3924367,Kyle Markway,TE,2020,,,
2519038,Dean Marlowe,S,2015,,,
3165702,Ali Marpet,G,2015,2015,2,61
2577645,Bradley Marquez,WR,2015,,,
4245154,Armani Marsh,CB,2023,,,
4432374,Ahmani Marshall,RB,2025,,,
2971289,Byron Marshall,RB,2016,,,
5083287,Devon Marshall,DB,2026,,,
3912545,Iman Marshall,CB,2019,2019,4,127
5081785,Jackie Marshall,DT,2026,2026,6,184
3051400,Jalin Marshall,WR,2016,,,
4432730,Jason Marshall Jr.,CB,2025,2025,5,150
4035590,Jonathan Marshall,DT,2021,2021,6,207
2971062,Keith Marshall,RB,2016,2016,7,242
3917814,Marcus Marshall,RB,2019,,,
3051898,Nick Marshall,CB,2015,,,
4362630,Terrace Marshall Jr.,WR,2021,2021,2,59
3116602,Trey Marshall,DB,2018,,,
4365457,Brodric Martin,DT,2023,2023,3,96
4695086,Chandler Martin,LB,2025,,,
3122145,Koda Martin,G,2019,,,
4245144,Tay Martin,WR,2022,,,
2515838,Gabe Martin,LB,2015,,,
3138764,Jacob Martin,DE,2018,2018,6,186
4360378,Quan Martin,SAF,2023,2023,2,47
4372523,Jeremiah Martin,DE,2023,,,
4034781,Kamal Martin,LB,2020,2020,5,175
4694334,Keyon Martin,CB,2025,,,
4294229,Marcus Martin,DE,2018,,,
2579850,Nick Martin,C,2016,2016,2,50
4573188,Nick Martin,LB,2025,2025,3,75
3127374,Robert Martin,RB,2018,,,
2577293,Ronald Martin,DB,2015,,,
3128263,Wes Martin,G,2019,2019,4,131
4360978,David Martin-Robinson,TE,2024,,,
4880613,Bam Martin-Scott,LB,2025,,,
4361182,Adrian Martinez,QB,2024,,,
2978273,Blake Martinez,ILB,2016,2016,4,131
4808830,Damien Martinez,RB,2025,2025,7,223
3129304,Greer Martini,LB,2018,,,
2576443,Tyler Marz,OT,2016,,,
5085888,Easton Mascarenas-Arnold,LB,2025,,,
4258190,Ben Mason,TE,2021,2021,5,184
2981913,Danny Mason,LB,2015,,,
4360569,Jordan Mason,RB,2022,,,
5097854,Lance Mason,TE,2026,,,
2576917,Shaq Mason,G,2015,2015,4,131
4917354,Hezekiah Masses,CB,2026,2026,5,175
4037212,Luke Masterson,LB,2022,,,
3127274,Hercules Mata'afa,DE,2018,,,
2976249,Tyler Matakevich,ILB,2016,2016,7,246
4432731,Moliki Matavao,TE,2025,2025,7,248
2980384,I'Tavius Mathers,RB,2017,,,
3163372,Alex Matheson,LS,2023,,,
2575572,Derrick Mathews,LB,2015,,,
2474890,Mitch Mathews,WR,2016,,,
2575636,Ryker Mathews,OT,2016,,,
4240707,Damarri Mathis,DB,2022,2022,4,115
4362486,Ochaun Mathis,LB,2023,2023,6,189
4241468,Phidarian Mathis,DT,2022,2022,2,47
3126096,Trevon Mathis,CB,2019,,,
2576799,Josue Matias,G,2015,,,
3928931,Ross Matiscik,LS,2020,,,
4373684,Scott Matlock,DT,2023,2023,6,200
4612507,Bayron Matos,OT,2024,,,
5158921,Kansei Matsuzawa,K,2026,,,
4911023,Christian Matthew,CB,2022,2022,7,244
4379569,Jesse Matthews,WR,2023,,,
2972298,Mike Matthews,C,2017,,,
3043146,Tray Matthews,DB,2018,,,
4684963,Wayne Matthews II,LB,2026,,,
4048244,Alexander Mattison,RB,2019,2019,3,102
4248545,Cody Mauch,G,2023,2023,2,48
4360855,Kana'i Mauga,ILB,2022,,,
3043147,Quincy Mauger,DB,2017,,,
4870914,Francis Mauigoa,OT,2026,2026,1,10
4700136,Francisco Mauigoa,LB,2025,2025,5,162
2576646,Lorenzo Mauldin,OLB,2015,2015,3,82
3916144,Arthur Maulet,CB,2017,,,
4573318,Dorian Mausi,LB,2025,,,
2581513,Johnny Maxey,DT,2016,,,
4247287,Devonnsha Maxwell,DL,2023,,,
4040975,Jared Mayden,SAF,2020,,,
4431452,Drake Maye,QB,2024,2024,1,3
2970712,K.J. Maye,WR,2016,,,
2980110,Marcus Maye,FS,2017,2017,2,39
4429086,Michael Mayer,TE,2023,2023,2,35
3043148,Chris Mayes,DT,2016,,,
3052587,Baker Mayfield,QB,2018,2018,1,1
4362987,Corey Mayfield Jr.,CB,2026,,,
4372093,Jalen Mayfield,OT,2021,2021,3,68
3052066,Vince Mayle,TE,2015,2015,4,123
2972400,David Mayo,OLB,2015,2015,5,169
4361788,Cade Mays,C,2022,2022,6,199
3918026,Devante Mays,RB,2017,2017,7,238
3054855,Cole Mazza,LS,2019,,,
5024661,Roy Mbaeteka,OT,2022,,,
4686362,Marcus Mbow,G,2025,2025,5,154
2575583,Joey Mbu,DT,2015,,,
4589248,Tyreik McAllister,WR,2022,,,
5092436,Jude McAtamney,K,2024,,,
4430388,DeWayne McBride,RB,2023,2023,7,222
2566041,Tre McBride,WR,2015,2015,7,245
